model,val loss,val F1,val IoU,val precision,val recall,test loss,test F1,test IoU,test precision,test recall,is best val loss,is best val F1,is best val IoU,is best val precision,is best val recall,is best test loss,is best test F1,is best test IoU,is best test precision,is best test recall
IPAD1_L1_3%,0.6136161088943481,0.3822780491829231,0.23630639924854985,0.26203134182024646,0.7064857948750703,0.5559974908828735,0.44664186781889265,0.2875330927013927,0.32678613520531963,0.7053403848702634,False,False,False,False,True,False,False,False,False,True
IPAD2_L2_75%,0.4877341091632843,0.5186654517417818,0.35013390618050366,0.5045282144088581,0.5336177998281663,0.4375988245010376,0.5625707193417948,0.39137279789110124,0.5774700514561227,0.5484208861165385,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_50%,0.48638343811035156,0.5168924922814327,0.34851990809254113,0.504102839282287,0.530348014743908,0.45658808946609497,0.543729734765429,0.37337144604669015,0.5802409264611744,0.5115414049774046,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_25%,0.50189408659935,0.5002842075346576,0.3335860101281282,0.5526595784442955,0.45697667470892317,0.45178085565567017,0.5485302811509648,0.37791369260250923,0.6329745295943188,0.48396516415345214,False,False,False,False,False,False,False,False,False,False
IPAD2_L2_3%,0.5886842012405396,0.4072327780825241,0.2556762673658433,0.3059456616167735,0.6087754685764794,0.5150002241134644,0.48654897609871234,0.32148313253276883,0.39819866914975877,0.6252837787573162,False,False,False,False,False,False,False,False,False,False
IPAD1_75%,0.49738582968711853,0.5092236241076689,0.34158283719975363,0.5423164139074236,0.4799372827612068,0.45797163248062134,0.5426620830371864,0.37236530849902627,0.6243984667508582,0.47984796726764345,False,False,False,False,False,False,False,False,False,False
IPAD1_50%,0.49350929260253906,0.5093786408376767,0.34172235471248674,0.5177229357641993,0.5012990545025992,0.43643367290496826,0.5644656154679406,0.39320940100779206,0.600558403294483,0.5324651449142144,False,False,False,False,False,False,False,False,False,False
IPAD1_25%,0.48589804768562317,0.517083399086065,0.3486935130184542,0.4362863484607899,0.6346082129913692,0.4308964014053345,0.5700658616074467,0.39866581704824583,0.5109576367967847,0.644638451968174,False,False,False,False,False,False,False,False,False,False
IPAD1_3%,0.5984634160995483,0.40136363969370203,0.2510662522506375,0.3317521705664196,0.507945763186794,0.5129382014274597,0.49244645552810495,0.3266527131549492,0.44162603612131823,0.5564842644411857,False,False,False,False,False,False,False,False,False,False
IPAD2_75%,0.6387658417224884,0.0,0.0,0.0,0.0,0.6079056262969971,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
IPAD2_50%,0.650273859500885,0.0,0.0,0.0,0.0,0.611929714679718,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
IPAD2_25%,0.6488454937934875,0.0,0.0,0.0,0.0,0.6143510937690735,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
IPAD2_3%,0.7839057147502899,0.0,0.0,0.0,0.0,0.728628396987915,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
L1_75%,0.49659857153892517,0.5090233687838768,0.34140264718212854,0.5554010176765893,0.46979414982497275,0.47459501028060913,0.5257824097532905,0.3566518356800376,0.6500264430341492,0.44141224556108033,False,False,False,True,False,False,False,False,True,False
L1_50%,0.47506099939346313,0.5301572679795856,0.3606897911117625,0.48257499556239275,0.5881492439523398,0.42681920528411865,0.5735219090187008,0.40205448134444544,0.5389891696750903,0.6127825495837912,False,True,True,False,False,False,False,False,False,False
L1_25%,0.4731123745441437,0.5296992121123972,0.3602658833322275,0.4650080424278945,0.61529855589643,0.42017364501953125,0.5799550572447485,0.408406128414138,0.538853316209522,0.6278447350756957,True,False,False,False,False,True,True,True,False,False
L1_3%,0.5661454200744629,0.4453098873259637,0.28642999894045734,0.3397306309761377,0.6461008791539354,0.4947807788848877,0.524335714484527,0.3553218165074504,0.4248763505911822,0.6845919357665982,False,False,False,False,False,False,False,False,False,False
L2_75%,0.4786568582057953,0.5263161106963173,0.3571431529627446,0.5197706400821324,0.5330285379919357,0.4427644610404968,0.5575645372181016,0.38654383617467086,0.6077450080214714,0.5150386708679462,False,False,False,False,False,False,False,False,False,False
L2_50%,0.48069754242897034,0.5249518374977739,0.3558879301996904,0.46768514073821116,0.5981996608653908,0.4353073835372925,0.5649110851569624,0.3936418707678119,0.5237149242612367,0.6131416820224287,False,False,False,False,False,False,False,False,False,False
L2_25%,0.4821818172931671,0.5207248613157143,0.35201352858459,0.4609619811096119,0.5982923768885738,0.4226135015487671,0.5776215362634884,0.4060955301208004,0.5154625339296679,0.6568275779509785,False,False,False,False,False,False,False,False,False,False
L2_3%,0.5410358011722565,0.45956527781549467,0.29833479549446973,0.37525125054619685,0.592747958702223,0.4719754457473755,0.5308166382046163,0.361300469368196,0.4593681750438203,0.628584376883842,False,False,False,False,False,False,False,False,False,False
L2_0.1_75%,0.48250776529312134,0.5213170381498878,0.35255497736825314,0.5258037473278283,0.5169062517384254,0.4472954273223877,0.5535451253931901,0.3826909052684138,0.6229206658147033,0.4980739385284976,False,False,False,False,False,False,False,False,False,False
L2_0.1_50%,0.4803178608417511,0.5217731395302784,0.35297230315817674,0.5022521620946728,0.542872919297913,0.44473564624786377,0.5561775027852038,0.3852118275328838,0.5898715367654108,0.5261247472177925,False,False,False,False,False,False,False,False,False,False
L2_0.1_25%,0.49365153908729553,0.506606394409006,0.3392316617081818,0.41627880772315423,0.6469971340447056,0.4381834864616394,0.5621465954088555,0.39096238435287683,0.49466208357429226,0.6509531973475504,False,False,False,False,False,False,False,False,False,True
L2_0.1_3%,0.6917726993560791,0.3072959957028168,0.181541483285146,0.26767513050498626,0.36068387338699875,0.6532384157180786,0.3484737103643137,0.21100100709942932,0.33525351539503995,0.3627793430441605,False,False,False,False,False,False,False,False,False,False
L2_0.9_75%,0.4847943186759949,0.5215850549997105,0.35280017748982406,0.5436063463974743,0.5012784509418918,0.4512318968772888,0.5490903284585834,0.3784455636547251,0.6090503253095519,0.4998781514940337,False,False,False,False,False,False,False,False,False,False
L2_0.9_50%,0.4719277322292328,0.5318840115378753,0.36229018396225793,0.502932179801192,0.5643727348960448,0.4219787120819092,0.578270730256665,0.40673758539209104,0.5895622506730163,0.567403600730236,True,True,True,False,False,True,True,True,False,False
L2_0.9_25%,0.48398861289024353,0.5200960619917946,0.35143906887077353,0.4995862671044391,0.5423619509923705,0.43872565031051636,0.5615498518160533,0.39038534114304474,0.5802988287663735,0.543974484495312,False,False,False,False,False,False,False,False,False,False
L2_0.9_3%,0.6770382821559906,0.32556087334727113,0.19442980527938353,0.365626155362938,0.2934091269653221,0.6259204149246216,0.37661619960902026,0.2319945533017609,0.43733674080942636,0.33070112057871626,False,False,False,False,False,False,False,False,False,False
L1_0.1_75%,0.4795597195625305,0.5242281032524083,0.3552229883274906,0.47476614892919944,0.5851946933469042,0.4560112953186035,0.5442874446605813,0.3738976095687198,0.5401453400249251,0.5484935676815008,False,False,False,False,False,False,False,False,False,False
L1_0.1_50%,0.5159395337104797,0.48749937904948437,0.3223135067165265,0.5722596320721971,0.42460848083765834,0.46217507123947144,0.5386683771648492,0.3686147406567244,0.6735385266886105,0.448800112870195,False,False,False,True,False,False,False,False,True,False
L1_0.1_25%,0.4910691976547241,0.5132851717904148,0.3452478996315331,0.49579720607321964,0.5320519292144068,0.4469226598739624,0.5542596041404997,0.38337422522595394,0.5615732634729225,0.5471339948780873,False,False,False,False,False,False,False,False,False,False
L1_0.1_3%,0.5914023518562317,0.4038273932033638,0.25299732089363836,0.28515501238858976,0.6916841968629018,0.537999153137207,0.46371746784998785,0.3018438719087822,0.3639672207822579,0.6387854482956173,False,False,False,False,True,False,False,False,False,False
L1_0.9_75%,0.4757801294326782,0.5285114251750099,0.35916787545419293,0.5424578436603893,0.5152641479500487,0.4327964782714844,0.5675988441522745,0.3962569018009185,0.6173127939225853,0.5252953222999868,False,False,False,False,False,False,False,False,False,False
L1_0.9_50%,0.4909462034702301,0.5164485771602493,0.3481163977259955,0.5160040313457702,0.516893889602001,0.4435470700263977,0.5580611332652405,0.38702135446904107,0.5963101604278075,0.5244231435204385,False,False,False,False,False,False,False,False,False,False
L1_0.9_25%,0.4825623631477356,0.5225049715580632,0.35364245665791544,0.49073298211386823,0.5586758503604593,0.4321216940879822,0.5696661081127676,0.39827491423078165,0.5604295595194758,0.5792122173435316,False,False,False,False,False,False,False,False,False,False
L1_0.9_3%,0.9999916851520538,3.7848680973468076e-06,1.8924376299868098e-06,2.321963452295261e-05,2.0603560707361448e-06,0.999995768070221,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False
